"","PCode","REGION","DISTRICT","Code_CSREF","STRUCTURE","PCODE2","TYPE","DATE OUVERTURE","NBRE VILLAGE","DISTANCE","ACCESSIBILITE","Source","obs","X2","Y2","Y3"
"774",NA,"SIKASSO","Koutiala",NA,"KOUO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-6.059714,12.370636,NA
"775","ML06R02C010","TOMBOUCTOU","DIRE","ML06R02","KOURA","ML06R02C010","CSCOM","2008",5,30,"OUI","OMS Survey",NA,-3.22140999967,16.3954939999,NA
"776","ML02R05C007","KOULIKORO","KANGABA","ML02R05","KOUREMALE","ML02R05C007","CSCOM","2001",1,17,"OUI","OMS Survey",NA,-8.77972222236,11.9561111107,NA
"777","ML02R09C008","KOULIKORO","OUELESSEBOUGOU","ML02R09","KOUROUBA","ML02R09C008","CSCOM","2000",5,50,"NON","OMS Survey",NA,-8.288430778,12.008651596,NA
"778","ML01R06C014","KAYES","NIORO","ML01R06","KOUROUKERE","ML01R06C014","CSCOM","2008",2,42,"OUI","OMS Survey",NA,-8.956876528,15.139215849,NA
"779","ML01R04C015","KAYES","KENIEBA","ML01R04","KOUROUKOTO","ML01R04C015","CSCOM","2008",7,175,"OUI","OMS Survey",NA,-10.402492529,12.603273097,NA
"780","ML03R04C005","SIKASSO","KIGNAN","ML03R04","KOUROUMA","ML03R04C005","CSCOM","2006",9,1,"OUI","OMS Survey",NA,-5.83470765,11.878388846,NA
"781","ML04R06C011","SEGOU","NIONO","ML04R06","KOUROUMA","ML04R06C011","CSCOM","1997",11,60,"OUI","OMS Survey",NA,-5.75962000033,14.7014599999,NA
"782","ML01R05C028","KAYES","KITA","ML01R05","KOUROUNINKOTO","ML01R05C028","CSCOM","2008",8,111,"OUI","OMS Survey",NA,-9.576611529,13.856523348,NA
"783","ML02R06C027","KOULIKORO","KATI","ML02R06","KOURSALE","ML02R06C027","CSCOM","2011",4,0,"NON","OMS Survey",NA,-8.18344138936,12.2502236112,NA
"784","ML03R09C008","SIKASSO","YOROSSO","ML03R09","KOURY","ML03R09C008","CSCOM","1996",8,30,"OUI","OMS Survey",NA,-4.814309024,12.182709471,NA
"785","ML01R01C025","KAYES","KAYES","ML01R01","KOUSSANE","ML01R01C025","CSCOM","2000",28,75,"NON","OMS Survey",NA,-11.2383271552,14.881018496,NA
"786","ML03R06C000","SIKASSO","KOUTIALA","ML03R06","KOUTIALA","ML03R06C000","CSRef","2000",0,130,NA,"OMS Survey",NA,-5.4639199,12.389481847,NA
"787","ML03R06C018","SIKASSO","KOUTIALA","ML03R06","KOUTIALA CENTRAL","ML03R06C018","CSCOM","2011",1,0,"OUI","OMS Survey",NA,-5.4639199,12.389481847,NA
"788","ML03R06C019","SIKASSO","KOUTIALA","ML03R06","KOUTIALA HAMDALLAYE","ML03R06C019","CSCOM","1998",1,0,"OUI","OMS Survey",NA,-5.469,12.38,NA
"789","ML04R03C014","SEGOU","BLA","ML04R03","KOUTIENSO","ML04R03C014","CSCOM","2009",2,67,"OUI","OMS Survey",NA,-5.35772999993,12.9680800001,NA
"790","ML03R06C020","SIKASSO","KOUTIALA","ML03R06","KOUWO","ML03R06C020","CSCOM","1997",5,65,"OUI","OMS Survey",NA,-6.059713525,12.3706359294,NA
"791","ML01R05C025","KAYES","KITA","ML01R05","KP0EBA","ML01R05C025","CSCOM","2007",21,11,"NON","OMS Survey",NA,-9.604444529,13.075833347,NA
"792","ML01R07C015","KAYES","YELIMANE","ML01R07","KREMIS","ML01R07C015","CSCOM","2002",5,45,"OUI","OMS Survey",NA,-10.3446269044,15.3503838493,NA
"793","ML07R02C009","GAO","ANSONGO","ML07R02","LABBEZANGA","ML07R02C009","CSCOM","2006",3,115,"OUI","OMS Survey",NA,0.701111111305195,14.9719444444,NA
"794","ML04R07C015","SEGOU","SAN","ML04R07","LAFIABOUGOU","ML04R07C015","CSCOM","2000",25,130,"OUI","OMS Survey",NA,-4.90767000017,13.3682900003,NA
"795","ML01R03C015","KAYES","DIEMA","ML01R03","LAKAMANE","ML01R03C015","CSCOM","2003",8,0,"OUI","OMS Survey",NA,-9.90735515401,14.5041844735,NA
"796","ML01R07C016","KAYES","YELIMANE","ML01R07","LAKANGUEMOU","ML01R07C016","CSCOM","2010",1,60,"OUI","OMS Survey",NA,-10.2771584044,15.4244709743,NA
"797","ML01R07C017","KAYES","YELIMANE","ML01R07","LAMBATRA","ML01R07C017","CSCOM","2007",1,95,"OUI","OMS Survey",NA,-10.4266853895,14.8040587548,NA
"798","ML01R03C016","KAYES","DIEMA","ML01R03","LAMBIDOU","ML01R03C016","CSCOM","2002",4,65,"NON","OMS Survey",NA,-9.550000154,14.311111473,NA
"799","ML03R03C009","SIKASSO","KADIOLO","ML03R03","LANFIALA","ML03R03C009","CSCOM","2002",4,72,"OUI","OMS Survey",NA,-5.708,10.82,NA
"800","ML04R08C006","SEGOU","TOMINIAN","ML04R08","LANFIALA","ML04R08C006","CSCOM","2002",25,90,"NON","OMS Survey",NA,-4.149604899,13.492356223,NA
"801","ML01R01C026","KAYES","KAYES","ML01R01","LANY TOUNKA","ML01R01C026","CSCOM","1998",5,86,"NON","OMS Survey",NA,-12.055899406,14.714121849,NA
"802","ML01R03C017","KAYES","DIEMA","ML01R03","LATAKAFF","ML01R03C017","CSCOM","2006",8,65,"NON","OMS Survey",NA,-9.77735999998,14.6194600001,NA
"803","ML07R02C010","GAO","ANSONGO","ML07R02","LELLEHOYE","ML07R02C010","CSCOM","2007",6,20,"OUI","OMS Survey",NA,0.468976480655357,15.5445914769,NA
"804","ML06R05C015","TOMBOUCTOU","NIAFUNKE","ML06R05","LERE","ML06R05C015","CSCOM","2007",17,120,"OUI","OMS Survey",NA,-4.909793024,15.70741585,NA
"805","ML05R03C012","MOPTI","BANKASS","ML05R03","LESSAGOU - HABE","ML05R03C012","CSCOM","2001",22,35,"OUI","OMS Survey",NA,-3.603960023,13.816249848,NA
"806","ML01R01C027","KAYES","KAYES","ML01R01","LEYA","ML01R01C027","CSCOM","2008",3,35,NA,"OMS Survey",NA,-11.8304645308,15.102318849,NA
"807","ML07R01C013","GAO","GAO","ML07R01","LOBOU","ML07R01C013","CSCOM","2002",7,50,"OUI","OMS Survey",NA,-0.0982554962359,16.2670906776,NA
"808","ML03R01C032","SIKASSO","SIKASSO","ML03R01","LOBOUGOULA","ML03R01C032","CSCOM","1997",14,82,"NON","OMS Survey",NA,-5.98135340035,11.0344474702,NA
"809",NA,"SIKASSO","Kadiolo",NA,"LOFIGUE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.701949,10.636199,NA
"810","ML01R01C028","KAYES","KAYES","ML01R01","LOGOSABOUCIRE","ML01R01C028","CSCOM","2011",7,35,"OUI","OMS Survey",NA,-11.3154099998,14.2446700003,NA
"811","ML03R08C011","SIKASSO","YANFOLILA","ML03R08","LONTOLA","ML03R08C011","CSCOM","2000",NA,NA,NA,"OMS Survey",NA,-8.051,11.07,NA
"812","ML01R01C029","KAYES","KAYES","ML01R01","LONTOU","ML01R01C029","CSCOM","1997",9,16,"OUI","OMS Survey",NA,-11.2643699999,14.3527199999,NA
"813","ML03R03C011","SIKASSO","KADIOLO","ML03R03","LOULOUNI","ML03R03C011","CSCOM","1996",12,50,"OUI","OMS Survey",NA,-5.605671025,10.88866397,NA
"814","ML03R03C010","SIKASSO","KADIOLO","ML03R03","LP0IGUE","ML03R03C010","CSCOM","1998",5,13,"OUI","OMS Survey",NA,-5.702,10.64,NA
"815","ML02R03C010","KOULIKORO","DIOILA","ML02R03","MABAN","ML02R03C010","CSCOM","2005",4,25,"OUI","OMS Survey",NA,-6.59009000016,12.3812899999,NA
"816","ML04R04C007","SEGOU","MACINA","ML04R04","MACINA CENTRAL","ML04R04C007","CSCOM","2005",13,0,"OUI","OMS Survey",NA,-5.36223415,13.957173223,NA
"817","ML04R04C000","SEGOU","MACINA","ML04R04","MACINA CSREF","ML04R04C000","CSRef","1992",0,150,NA,"OMS Survey",NA,-5.36223415,13.957173223,NA
"818","ML01R02C016","KAYES","OUSSOUBIDIAGNA","ML01R02","MADALAYA","ML01R02C016","CSCOM","1998",7,70,"OUI","OMS Survey",NA,-10.6081899997,14.02128,NA
"819","ML06R04C010","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","MADIAKOYE","ML06R04C010","CSCOM","1999",13,61,"OUI","OMS Survey",NA,-2.363658397,16.749739226,NA
"820","ML05R04C011","MOPTI","DJENNE","ML05R04","MADIAMA","ML05R04C011","CSCOM","1995",14,25,"OUI","OMS Survey",NA,-4.394300399,13.791474473,NA
"821","ML01R03C018","KAYES","DIEMA","ML01R03","MADIGA SACKO","ML01R03C018","CSCOM","1994",5,35,"OUI","OMS Survey",NA,-9.305738028,14.359241598,NA
"822","ML01R02C017","KAYES","OUSSOUBIDIAGNA","ML01R02","MADIHAWAYA","ML01R02C017","CSCOM","2008",8,117,"NON","OMS Survey",NA,-10.3587400004,14.1516699999,NA
"823","ML03R08C012","SIKASSO","YANFOLILA","ML03R08","MADINA DIASSA","ML03R08C012","CSCOM","1998",11,65,"OUI","OMS Survey",NA,-7.73745665199,10.82034497,NA
"824","ML02R08C015","KOULIKORO","NARA","ML02R08","MADINA KAGORO","ML02R08C015","CSCOM","2011",14,125,"OUI","OMS Survey",NA,-7.28969999968,14.5857399999,NA
"825","ML02R02C009","KOULIKORO","BANAMBA","ML02R02","MADINA SACKO","ML02R02C009","CSCOM","1995",24,32,"NON","OMS Survey",NA,-7.546394402,13.780088598,NA
"826","ML05R06C015","MOPTI","KORO","ML05R06","MADOUGOU","ML05R06C015","CSCOM","1997",17,45,"OUI","OMS Survey",NA,-3.081958523,14.398294848,NA
"827","ML03R02C023","SIKASSO","BOUGOUNI","ML03R02","MAFELE","ML03R02C023","CSCOM","2002",12,145,"OUI","OMS Survey",NA,-7.530300777,10.5525794701,NA
"828","ML04R08C007","SEGOU","TOMINIAN","ML04R08","MAFOUNE","ML04R08C007","CSCOM","2002",7,90,"OUI","OMS Survey",NA,-4.362839399,12.787188222,NA
"829","ML07R01C014","GAO","GAO","ML07R01","MAGNADOE","ML07R01C014","CSCOM","2000",6,20,"OUI","OMS Survey",NA,-0.0487870485752,16.3823098502,NA
"830","ML01R02C018","KAYES","BAFOULABE","ML01R02","MAHINA","ML01R02C018","CSCOM","2004",13,3,"NON","OMS Survey",NA,-10.85021428,13.759382723,NA
"831","ML03R09C009","SIKASSO","YOROSSO","ML03R09","MAHOU","ML03R09C009","CSCOM","2004",4,55,"OUI","OMS Survey",NA,-4.63018277409,12.1328749713,NA
"832","ML01R05C029","KAYES","KITA","ML01R05","MAKANDIAMBOUGOU","ML01R05C029","CSCOM","2000",7,4,"OUI","OMS Survey",NA,-9.50735000006,13.16744,NA
"833",NA,"SEGOU","Niono",NA,"MAKARILA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.689683,13.378133,NA
"834","ML01R02C019","KAYES","BAFOULABE","ML01R02","MALI - SADIO","ML01R02C019","CSCOM","2005",17,3,"NON","OMS Survey",NA,-11.2407399996,13.7386200001,NA
"835",NA,"MOPTI","MOPTI","ML05R01","MALI GAVARDO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","rechercher la localite exacte",NA,NA,NA
"836","ML02R06C028","KOULIKORO","KATI","ML02R06","MALIBOUGOU","ML02R06C028","CSCOM","2002",6,6,"OUI","OMS Survey",NA,-8.13396999975,12.6773600001,NA
"837","ML05R07C012","MOPTI","TENENKOU","ML05R07","MALIMANA","ML05R07C012","CSCOM","2007",21,120,"OUI","OMS Survey",NA,-5.47078999967,14.6439500001,NA
"838","ML01R05C030","KAYES","KITA","ML01R05","MAMBRI","ML01R05C030","CSCOM","2006",45,7,"OUI","OMS Survey",NA,-9.79745000025,13.36214,NA
"839","ML03R02C024","SIKASSO","BOUGOUNI","ML03R02","MAMISSA","ML03R02C024","CSCOM","2008",17,45,"OUI","OMS Survey",NA,-7.24380777653,11.4831292207,NA
"840","ML03R02C025","SIKASSO","BOUGOUNI","ML03R02","MANANKORO","ML03R02C025","CSCOM","1997",8,150,"OUI","OMS Survey",NA,-7.44909227672,10.4581704697,NA
"841","ML03R01C033","SIKASSO","SIKASSO","ML03R01","MANCOURANIE","ML03R01C033","CSCOM","2011",4,6,"OUI","OMS Survey",NA,-5.679,11.31,NA
"842","ML03R01C034","SIKASSO","SIKASSO","ML03R01","MANDELA","ML03R01C034","CSCOM","2003",16,27,"OUI","OMS Survey",NA,-5.52837289993,11.1560998454,NA
"843","ML04R08C008","SEGOU","TOMINIAN","ML04R08","MANDIAKUY","ML04R08C008","CSCOM","1999",16,50,"OUI","OMS Survey",NA,-4.464757649,13.017020222,NA
"844","ML02R05C008","KOULIKORO","KANGABA","ML02R05","MANINCOURA","ML02R05C008","CSCOM","2007",1,20,"NON","OMS Survey",NA,-8.2319444436,11.924166667,NA
"845","ML04R08C009","SEGOU","TOMINIAN","ML04R08","MANKOINA","ML04R08C009","CSCOM","1998",15,78,"OUI","OMS Survey",NA,-4.45127752393,12.8059098469,NA
"846","ML02R07C006","KOULIKORO","KOLOKANI","ML02R07","MANTA","ML02R07C006","CSCOM","2009",20,32,"NON","OMS Survey",NA,-7.80125999959,13.6769499996,NA
"847","ML02R04C014","KOULIKORO","FANA","ML02R04","MARCACOUNGO","ML02R04C014","CSCOM","2005",9,40,"OUI","OMS Survey",NA,-7.287108402,12.733878972,NA
"848","ML04R03C015","SEGOU","BLA","ML04R03","MARELA","ML04R03C015","CSCOM","2002",8,30,"OUI","OMS Survey",NA,-5.94870000016,12.9376299997,NA
"849","ML03R09C010","SIKASSO","YOROSSO","ML03R09","MARENA","ML03R09C010","CSCOM","2011",2,72,"NON","OMS Survey",NA,-4.55878514903,12.7246219718,NA
"850","ML01R02C020","KAYES","BAFOULABE","ML01R02","MARENA","ML01R02C020","CSCOM","2011",7,110,"OUI","OMS Survey",NA,-10.1532700001,13.31926,NA
"851","ML01R01C030","KAYES","KAYES","ML01R01","MARENA DIOMBOUGOU","ML01R01C030","CSCOM","2007",6,50,"NON","OMS Survey",NA,-11.04305553,14.566944099,NA
"852","ML01R01C031","KAYES","KAYES","ML01R01","MARENA GADIAGA","ML01R01C031","CSCOM","1997",10,45,"NON","OMS Survey",NA,-11.7189161557,14.3752000984,NA
"853","ML01R07C018","KAYES","YELIMANE","ML01R07","MARENA T0INGA","ML01R07C018","CSCOM","2006",2,80,"OUI","OMS Survey",NA,-10.74546753,14.644446724,NA
"854","ML04R05C000","SEGOU","MARKALA","ML04R05","MARKALA CSREF","ML04R05C000","CSRef","2005",0,35,NA,"OMS Survey",NA,-6.072,13.6919,NA
"855","ML04R05C010","SEGOU","MARKALA","ML04R05","MARKANIBOUGOU","ML04R05C010","CSCOM","2007",15,48,"OUI","OMS Survey",NA,-6.157493276,13.591512723,NA
"856","ML07R01C015","GAO","GAO","ML07R01","MARSY","ML07R01C015","CSCOM","1999",7,165,"OUI","OMS Survey",NA,-0.0355600000664,15.89823,NA
"857","ML02R01C009","KOULIKORO","KOULIKORO","ML02R01","MASSALA","ML02R01C009","CSCOM","2010",6,10,NA,"OMS Survey",NA,-7.64583000007,12.82139,NA
"858","ML04R01C013","SEGOU","SEGOU","ML04R01","MASSALA","ML04R01C013","CSCOM","2006",10,30,"NON","OMS Survey",NA,-6.502125651,13.276992097,NA
"859","ML02R07C007","KOULIKORO","KOLOKANI","ML02R07","MASSANTOLA","ML02R07C007","CSCOM","1996",11,35,"NON","OMS Survey",NA,-7.806668527,13.489090723,NA
"860","ML02R03C011","KOULIKORO","DIOILA","ML02R03","MASSIGUI","ML02R03C011","CSCOM","1996",21,80,"OUI","OMS Survey",NA,-6.773048026,11.857755721,NA
"861",NA,"BAMAKO","COMMUNE4",NA,"MATERNITE HAMDALLAYE","0","Hôpital",NA,NA,NA,NA,"Cluster Nutrition",NA,NA,NA,NA
"862","ML04R04C008","SEGOU","MACINA","ML04R04","MATOMO","ML04R04C008","CSCOM","2008",3,78,"NON","OMS Survey",NA,-4.966666649,13.845833723,NA
"863","ML04R06C012","SEGOU","NIONO","ML04R06","M'BEWANI","ML04R06C012","CSCOM","2011",1,50,"OUI","OMS Survey",NA,-6.04457602541,13.9168438479,NA
"864","ML06R03C009","TOMBOUCTOU","GOUNDAM","ML06R03","MBOUNA","ML06R03C009","CSCOM","1999",10,60,"OUI","OMS Survey",NA,-3.969734773,16.687109976,NA
"865","ML05R01C011","MOPTI","MOPTI","ML05R01","MEDINA COURA","ML05R01C011","CSCOM","1998",3,6,"OUI","OMS Survey",NA,-4.13079652549,14.4901676033,NA
"866","ML03R06C021","SIKASSO","KOUTIALA","ML03R06","MEDINA-COURA","ML03R06C021","CSCOM","2001",1,1,"OUI","OMS Survey",NA,-5.454,12.3799999941,NA
"867","ML04R01C014","SEGOU","SEGOU","ML04R01","MEDINE","ML04R01C014","CSCOM","2003",7,4,"OUI","OMS Survey",NA,-6.27354507098,13.4345078769,NA
"868","ML03R01C035","SIKASSO","SIKASSO","ML03R01","MEDINE SIKASSO","ML03R01C035","CSCOM","2002",8,4,"OUI","OMS Survey",NA,-5.69,11.31,NA
"869",NA,"TOMBOUCTOU","Goundam",NA,"MEKORE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-4.246217,15.84505,NA
"870","ML03R05C011","SIKASSO","KOLONDIEBA","ML03R05","MENA","ML03R05C011","CSCOM","1995",9,30,"OUI","OMS Survey",NA,-6.786967026,11.24868722,NA
"871","ML03R06C022","SIKASSO","KOUTIALA","ML03R06","MENA","ML03R06C022","CSCOM","1997",9,75,"OUI","OMS Survey",NA,-5.996695275,12.627560597,NA
"872","ML02R04C015","KOULIKORO","FANA","ML02R04","MENA-FANA","ML02R04C015","CSCOM","1996",11,115,"OUI","OMS Survey",NA,-7.0926,12.9217499998,NA
"873","ML07R04C000","GAO","MENAKA","ML07R04","MENAKA CSREF","ML07R04C000","CSRef","1972",0,320,NA,"OMS Survey",NA,2.4022,15.9182,NA
"874","ML03R09C011","SIKASSO","YOROSSO","ML03R09","MENAMBA","ML03R09C011","CSCOM","2006",9,13,"NON","OMS Survey",NA,-4.67333333267,12.3955555561,NA
"875","ML02R07C008","KOULIKORO","KOLOKANI","ML02R07","MERCOYA","ML02R07C008","CSCOM","2005",6,55,"NON","OMS Survey",NA,-8.23192999959,13.7751899999,NA
"876","ML03R02C026","SIKASSO","BOUGOUNI","ML03R02","MERIDIELA","ML03R02C026","CSCOM","1999",18,150,"OUI","OMS Survey",NA,-7.254128277,12.096047971,NA
"877","ML06R03C010","TOMBOUCTOU","GOUNDAM","ML06R03","MIKORE","ML06R03C010","CSCOM","1999",5,22,"OUI","OMS Survey",NA,-3.7209989998,16.2761820004,NA
"878","ML03R01C036","SIKASSO","SIKASSO","ML03R01","MINIKO","ML03R01C036","CSCOM","1959",6,120,"OUI","OMS Survey",NA,-6.324722276,11.191111595,NA
"879","ML03R03C012","SIKASSO","KADIOLO","ML03R03","MISSENI","ML03R03C012","CSCOM","1998",7,55,"OUI","OMS Survey",NA,-6.07731052544,10.3134779696,NA
"880","ML04R02C010","SEGOU","BAROUELI","ML04R02","MOABOUGOU","ML04R02C010","CSCOM","2000",11,105,"OUI","OMS Survey",NA,-6.21660000031,13.1392599997,NA
"881","ML01R02C021","KAYES","OUSSOUBIDIAGNA","ML01R02","MODINKANOU","ML01R02C021","CSCOM","2001",13,185,"NON","OMS Survey",NA,-10.0127827791,14.3126460983,NA
"882","ML03R06C023","SIKASSO","KOUTIALA","ML03R06","MOLOBALA","ML03R06C023","CSCOM","1999",8,10,NA,"OMS Survey",NA,-5.3282784,12.171447721,NA
"883","ML04R06C013","SEGOU","NIONO","ML04R06","MOLODO","ML04R06C013","CSCOM","1994",22,0,"OUI","OMS Survey",NA,-6.020000025,14.237500223,NA
"884",NA,"SIKASSO","Sikasso",NA,"MOMO TRAORE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,NA,NA,NA
"885","ML05R05C011","MOPTI","DOUENTZA","ML05R05","MONDORO","ML05R05C011","CSCOM","1997",8,175,"OUI","OMS Survey",NA,-1.948062397,14.674063224,NA
"886","ML04R04C009","SEGOU","MACINA","ML04R04","MONI0PEBOUGOU","ML04R04C009","CSCOM","1996",31,45,"NON","OMS Survey",NA,-5.521627525,14.142936348,NA
"887","ML04R08C010","SEGOU","TOMINIAN","ML04R08","MONISSO","ML04R08C010","CSCOM","2003",28,18,"OUI","OMS Survey",NA,-4.47964777395,13.3505120974,NA
"888","ML02R01C010","KOULIKORO","KOULIKORO","ML02R01","MONZOMBALA","ML02R01C010","CSCOM","1993",21,1,"NON","OMS Survey",NA,-7.35151000034,13.2999099996,NA
"889",NA,"KAYES","NIORO",NA,"MONZOMBOUGOU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-10.020223,14.979469,NA
"890","ML05R01C000","MOPTI","MOPTI","ML05R01","MOPTI CSREF","ML05R01C000","CSREF","2002",0,1,NA,"OMS Survey",NA,-4.18296,14.4843,NA
"891","ML05R07C013","MOPTI","TENENKOU","ML05R07","MOPTI-KEBA","ML05R07C013","CSCOM","2008",11,25,"NON","OMS Survey",NA,-4.8450100001,14.4978399997,NA
"892","ML02R06C029","KOULIKORO","KATI","ML02R06","MORIBABOUGOU","ML02R06C029","CSCOM","1995",5,45,"OUI","OMS Survey",NA,-7.81025000029,12.70923,NA
"893","ML04R07C016","SEGOU","SAN","ML04R07","MORIBILA","ML04R07C016","CSCOM","1996",16,82,"OUI","OMS Survey",NA,-5.04319514948,12.6633253468,NA
"894","ML05R02C016","MOPTI","BANDIAGARA","ML05R02","MORY","ML05R02C016","CSCOM","1998",23,77,"OUI","OMS Survey",NA,-3.177480023,14.7308193825,NA
"895","ML07R03C014","GAO","BOUREM","ML07R03","MOUDAKANE","ML07R03C014","CSCOM","2009",3,45,"OUI","OMS Survey",NA,-0.260277777894,16.8266666667,NA
"896","ML05R04C012","MOPTI","DJENNE","ML05R04","MOUGNA","ML05R04C012","CSCOM","1994",13,1,"NON","OMS Survey",NA,-4.819581649,13.880672348,NA
"897","ML02R06C030","KOULIKORO","KATI","ML02R06","MOUNTOUGOULA","ML02R06C030","CSCOM","2005",9,35,"OUI","OMS Survey",NA,-7.817217152,12.524308347,NA
"898","ML02R08C016","KOULIKORO","NARA","ML02R08","MOURDIAH","ML02R08C016","CSCOM","1997",14,95,"OUI","OMS Survey",NA,-7.471567027,14.468704348,NA
"899","ML05R04C013","MOPTI","DJENNE","ML05R04","MOURRAH","ML05R04C013","CSCOM","1996",8,70,"NON","OMS Survey",NA,-4.599722399,14.326110848,NA
"900","ML04R02C011","SEGOU","BAROUELI","ML04R02","MPEBOUGOU","ML04R02C011","CSCOM","2007",5,100,"OUI","OMS Survey",NA,-6.46725999975,12.9095999996,NA
"901","ML04R07C017","SEGOU","SAN","ML04R07","MPESSO HAMEAU","ML04R07C017","CSCOM","2000",1,62,"OUI","OMS Survey",NA,-4.82709977428,12.8112097219,NA
"902","ML03R06C024","SIKASSO","KOUTIALA","ML03R06","MPESSOBA","ML03R06C024","CSCOM","1980",12,45,"OUI","OMS Survey",NA,-5.721901025,12.666254722,NA
"903","ML04R06C014","SEGOU","NIONO","ML04R06","N8 WEREKELA","ML04R06C014","CSCOM","1997",12,12,"OUI","OMS Survey",NA,-5.9467789,14.327933223,NA
"904","ML04R06C015","SEGOU","NIONO","ML04R06","NAMPALA","ML04R06C015","CSCOM","1997",29,185,"OUI","OMS Survey",NA,-5.553538775,15.273443724,NA
"905","ML04R03C016","SEGOU","BLA","ML04R03","NAMPASSO","ML04R03C016","CSCOM","1994",11,51,"OUI","OMS Survey",NA,-5.50358615,13.094706097,NA
"906","ML02R06C031","KOULIKORO","KATI","ML02R06","NANA KENIEBA","ML02R06C031","CSCOM","1999",7,105,"NON","OMS Survey",NA,-8.47110000037,12.6813799998,NA
"907","ML05R02C018","MOPTI","BANDIAGARA","ML05R02","NANDO","ML05R02C018","CSCOM","2000",22,77,"OUI","OMS Survey",NA,-3.92839999971,14.2289599997,NA
"908","ML03R05C012","SIKASSO","KOLONDIEBA","ML03R05","NANGALASSO","ML03R05C012","CSCOM","2011",8,95,"OUI","OMS Survey",NA,-6.31798615067,10.8701213451,NA
"909","ML02R04C016","KOULIKORO","FANA","ML02R04","NANGOLA","ML02R04C016","CSCOM","1995",14,40,"OUI","OMS Survey",NA,-6.65791999962,12.7306900001,NA
"910","ML02R08C017","KOULIKORO","NARA","ML02R08","NAOULENA","ML02R08C017","CSCOM","2010",5,46,"OUI","OMS Survey",NA,-6.87518999994,14.3220599997,NA
"911","ML02R08C018","KOULIKORO","NARA","ML02R08","NARA CENT0AL","ML02R08C018","CSCOM","2010",18,1,"OUI","OMS Survey",NA,-7.288544277,15.160816474,NA
"912","ML02R08C000","KOULIKORO","NARA","ML02R08","NARA CSREF","ML02R08C000","CSRef","1991",0,375,NA,"OMS Survey",NA,-7.288544277,15.160816474,NA
"913","ML02R05C009","KOULIKORO","KANGABA","ML02R05","NARENA","ML02R05C009","CSCOM","1995",6,53,"NON","OMS Survey",NA,-8.633189528,12.226348846,NA
"914","ML06R04C011","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","NDAKI","ML06R04C011","CSCOM","2011",1,1,"OUI","OMS Survey",NA,-0.959564020675,15.3504197243,NA
"915","ML04R06C016","SEGOU","NIONO","ML04R06","NDEBOUGOU","ML04R06C016","CSCOM","1994",11,15,"OUI","OMS Survey",NA,-5.978333525,14.374443973,NA
"916","ML04R02C012","SEGOU","BAROUELI","ML04R02","NDJILLA","ML04R02C012","CSCOM","2008",12,30,"OUI","OMS Survey",NA,-6.90480999978,12.9841299999,NA
"917","ML02R06C032","KOULIKORO","KATI","ML02R06","NEGUELA","ML02R06C032","CSCOM","2001",16,50,"NON","OMS Survey",NA,-8.462613903,12.848328597,NA
"918","ML02R06C033","KOULIKORO","KATI","ML02R06","NGABACORO","ML02R06C033","CSCOM","2006",9,1,"OUI","OMS Survey",NA,-7.81686166725,12.6666877783,NA
"919","ML02R03C012","KOULIKORO","DIOILA","ML02R03","NGARA","ML02R03C012","CSCOM","1999",9,20,"OUI","OMS Survey",NA,-6.871086651,12.372874971,NA
"920","ML04R01C015","SEGOU","SEGOU","ML04R01","NGARA","ML04R01C015","CSCOM","2006",8,30,"OUI","OMS Survey",NA,-6.498889026,13.309721972,NA
"921","ML04R02C013","SEGOU","BAROUELI","ML04R02","NGASSOLA","ML04R02C013","CSCOM","2008",6,145,"OUI","OMS Survey",NA,-6.203991651,13.080263597,NA
"922","ML04R07C018","SEGOU","SAN","ML04R07","NGOA","ML04R07C018","CSCOM","2004",15,35,"NON","OMS Survey",NA,-5.1416669,13.246110972,NA
"923","ML02R03C013","KOULIKORO","DIOILA","ML02R03","NGOLOBOUGOU","ML02R03C013","CSCOM","1999",23,40,"OUI","OMS Survey",NA,-6.715269651,12.173946096,NA
"924","ML04R04C010","SEGOU","MACINA","ML04R04","NGOLOKOUNA","ML04R04C010","CSCOM","1998",12,45,"NON","OMS Survey",NA,-5.38894999991,13.7282400001,NA
"925",NA,"SIKASSO","Kadiolo",NA,"NGOLONA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.831096,10.464603,NA
"926","ML03R06C025","SIKASSO","KOUTIALA","ML03R06","NGOLONIANASSO","ML03R06C025","CSCOM","2003",7,13,NA,"OMS Survey",NA,-5.68611000005,12.4222199997,NA
"927","ML06R05C016","TOMBOUCTOU","NIAFUNKE","ML06R05","NGORKOU","ML06R05C016","CSCOM","2003",30,53,"NON","OMS Survey",NA,-3.716127898,15.656453225,NA
